9.666, -8.779
9.807, -8.779
9.948, -8.923
10.088, -9.079
10.229, -9.145
10.370, -9.056
10.510, -8.901
10.651, -8.790
10.791, -8.768
10.932, -8.857
11.073, -9.001
11.213, -9.045
11.354, -8.956
11.494, -8.834
11.635, -8.812
11.776, -8.746
11.916, -8.723
12.057, -8.779
12.198, -8.868
12.338, -9.056
12.479, -9.056
12.619, -8.968
12.760, -8.823
12.901, -8.735
13.041, -8.723
13.182, -8.746
13.322, -8.768
13.463, -8.801
13.604, -8.890
13.744, -8.945
13.885, -8.956
14.026, -8.857
14.166, -8.779
14.307, -8.723
14.447, -8.768
14.588, -8.768
14.729, -8.801
14.869, -8.823
15.010, -8.890
15.150, -8.934
15.291, -8.923
15.432, -8.834
15.572, -8.768
15.713, -8.735
15.854, -8.790
15.994, -8.801
16.135, -8.846
16.275, -8.890
16.416, -8.790
16.557, -8.735
16.700, -9.006
16.800, -14.123
16.940, -8.823
17.081, -8.956
17.221, -8.868
17.362, -8.635
17.496, -12.548
17.643, -9.145
17.784, -9.545
17.924, -9.456
18.065, -9.256
18.346, -8.790
18.487, -8.757
18.628, -8.779
18.768, -8.879
18.909, -8.912
19.049, -8.857
19.190, -9.034
19.331, -9.645
19.471, -9.267
19.612, -9.045
19.752, -8.890
19.893, -9.212
20.029, -9.655
20.107, -11.132
20.200, -8.834
20.340, -8.790
20.481, -8.879
20.622, -9.567
20.762, -9.012
20.903, -9.667
20.980, -8.812
18.218, -10.236
